college,team_changed_at,team,first_name,full_name,birth_state,birth_date,swish_id,search_last_name,age,team_abbr,injury_start_date,metadata,active,gsis_id,injury_notes,opta_id,news_updated,sport,depth_chart_order,status,stats_id,number,fantasy_positions,rotowire_id,last_name,search_full_name,oddsjam_id,weight,height,birth_city,search_rank,injury_status,player_id,birth_country,depth_chart_position,years_exp,injury_body_part,practice_participation,pandascore_id,high_school,search_first_name,competitions,fantasy_data_id,position,espn_id,practice_description,yahoo_id,sportradar_id,hashtag,rotoworld_id
Mars Hill,,,Landon,Landon Honeycutt,,2001-02-11,1187099.0,honeycutt,23.0,,,"{'channel_id': '1126684108680884224', 'rookie_year': ''}",True,,,,1723118431877.0,nfl,,Active,,,['LB'],18427.0,Honeycutt,landonhoneycutt,5EAE46DE54C5,231,74,,9999999.0,,12437,,,1.0,,,,Mount Pleasant (NC),landon,[],,LB,,,,bf383000-5442-11ef-b4b7-d72532411314,#landonhoneycutt-NFL-FA,
Louisiana,,,Peter,Peter LeBlanc,,2001-04-12,1180368.0,leblanc,23.0,,,"{'channel_id': '1113708764399169536', 'rookie_year': '2024'}",True,,,,1724714446037.0,nfl,,Active,,,['WR'],18257.0,LeBlanc,peterleblanc,669D96492873,189,74,,294.0,,12373,,,1.0,,,,Catholic New Iberia (LA),peter,[],,WR,,,,971db5e0-0e1a-11ef-8146-01b1de280343,#peterleblanc-NFL-FA,
UCF,,NYJ,Samuel,Samuel Jackson,,1998-12-29,976762.0,jackson,26.0,,,"{'channel_id': '1116852655528869888', 'rookie_year': '2023'}",True,,,,,nfl,,Active,,68.0,['OL'],,Jackson,samueljackson,,325,77,,9999999.0,,11138,,OL,2.0,,,,Lakewood Ranch (FL),samuel,[],,OL,,,,b7460ba0-e842-11ed-98b5-8b2286b14fb8,#samueljackson-NFL-NYJ-68,
Purdue,,KC,George,George Karlaftis,,2001-04-03,1164895.0,karlaftis,24.0,,,"{'channel_id': '1113708751405215744', 'rookie_year': '2022'}",True,,,,1753040418430.0,nfl,1.0,Active,,56.0,['DL'],15806.0,Karlaftis,georgekarlaftis,92E8FD2960A4,263,76,,253.0,,8385,,LDE,3.0,,,,West Lafayette (IN),george,[],,DL,,,,afb1f463-400e-4bdb-9028-717a563ba6f4,#georgekarlaftis-NFL-KC-56,
USC,,,Deontay,Deontay Burnett,,1997-10-04,886740.0,burnett,26.0,,,"{'channel_id': '1116853082626457600', 'rookie_year': '2018'}",True,00-0034653,,,1724708145724.0,nfl,,Active,886740.0,6.0,['WR'],12602.0,Burnett,deontayburnett,29E525DA4376,185,72,,684.0,,5290,,,6.0,,,,Serra (CA),deontay,[],20373.0,WR,3932935.0,,31624.0,a4290c7e-ffc0-4f5b-a442-b1d821c24f88,#deontayburnett-NFL-FA-6,
Oregon State,,NO,Rejzohn,Rejzohn Wright,,2000-09-04,1248070.0,wright,24.0,,,"{'channel_id': '1113708683298107392', 'rookie_year': '2023'}",True,,,,1748649057125.0,nfl,,Active,,25.0,['DB'],16966.0,Wright,rejzohnwright,6C660EE7117A,193,74,,9999999.0,,11330,,DB,2.0,,,,James Logan (CA),rejzohn,[],,CB,,,,472de160-ec63-11ed-937c-7f05929e4b02,#rejzohnwright-NFL-NO-25,
Virginia Tech,,,Eddie,Eddie Royal,,1986-05-21,,royal,34.0,,,,False,,,,,nfl,,Inactive,246667.0,19.0,['WR'],5690.0,Royal,eddieroyal,,185,"5'10""",,9999999.0,,297,,,12.0,,,,Westfield (VA),eddie,[],7389.0,WR,11276.0,,8819.0,c66754c7-a259-4ebb-86d5-b3d68340ad18,#eddieroyal-NFL-FA-19,4853.0
Grand Valley State,,,David,David Talley,,1994-11-09,,talley,27.0,,,{'channel_id': '1116852974736375808'},True,,,,1523664001448.0,nfl,,Active,,57.0,['LB'],12418.0,Talley,davidtalley,,236,73,,9999999.0,,4486,,,5.0,,,,Orchard Lake St. Mary's (MI),david,[],19354.0,OLB,2219753.0,,30697.0,0701a63e-e62a-48a1-88fe-5d3b514dfdc6,#davidtalley-NFL-FA-57,
Texas A&M,,,Sean,Sean Porter,,1991-01-12,,porter,31.0,,,,False,,,,,nfl,,Inactive,,32.0,['LB'],8714.0,Porter,seanporter,,235,73,,9999999.0,,1394,,,9.0,,,,Samuel Clemens (TX),sean,[],14924.0,OLB,15986.0,,26741.0,2fd7c33f-ed75-40d0-9a77-128d1a069d47,#seanporter-NFL-FA-32,
Utah State,,,Jake,Jake Simonich,,1993-11-24,,simonich,28.0,,,{'channel_id': '1116853020919857152'},True,,,,,nfl,,Active,,79.0,['OL'],,Simonich,jakesimonich,,305,77,,9999999.0,,4782,,,5.0,,,,San Ramon Valley (CA),jake,[],19509.0,C,2971826.0,,30798.0,a0e5e6d2-b5ff-4117-9e85-984b04db0cf6,#jakesimonich-NFL-FA-79,
Penn State,,,Jesse,Jesse James,,1994-06-04,652019.0,james,29.0,,,"{'channel_id': '1116852807899545600', 'rookie_year': '2015'}",True,00-0032135,,,1700618129922.0,nfl,,Active,652019.0,88.0,['TE'],10150.0,James,jessejames,,261,79,,9999999.0,,2463,,,8.0,,,,South Allegheny (PA),jesse,[],16920.0,TE,2979590.0,,28548.0,a37a5bfd-b48c-4d8b-817a-d8ce7ca3592d,#jessejames-NFL-FA-88,10403.0
Utah,,,Justin,Justin Thomas,,1991-09-15,,thomas,33.0,,,"{'override_active': 'false', 'rookie_year': ''}",False,,,,1535412043580.0,nfl,,Active,691565.0,0.0,"['DB', 'WR']",12254.0,Thomas,justinthomas,,180,68,,9999999.0,,4723,,,0.0,,,,West Orange-Stark (TX),justin,[],19633.0,WR,2971471.0,,30869.0,d5a7e6b5-7ac7-4432-9734-e3ec82539208,#justinthomas-NFL-FA-0,
Missouri S&T,,CAR,Tershawn,Tershawn Wharton,,1998-06-25,1215079.0,wharton,27.0,,,"{'channel_id': '1113708749438087168', 'rookie_year': '2020'}",True,,,,1753921234605.0,nfl,1.0,Active,,92.0,['DL'],15077.0,Wharton,tershawnwharton,3553D4FD6CD7,280,73,,9999999.0,,7301,,RDE,5.0,,,,University City (MO),tershawn,[],22295.0,DT,4058925.0,,32952.0,632a8382-27d6-45ae-b3d2-a37157e09ab7,#tershawnwharton-NFL-CAR-92,
Oregon State,,,Riley,Riley Sharp,,1997-11-07,1149190.0,sharp,27.0,,,"{'channel_id': '1113708872729653249', 'rookie_year': ''}",True,,,,1724718046739.0,nfl,,Active,,,['TE'],18119.0,Sharp,rileysharp,75552FAAEB11,246,77,,438.0,,12250,,,1.0,,,,Skyline (UT),riley,[],,TE,,,,d9826860-09a9-11ef-8ab2-8354fad6d19e,#rileysharp-NFL-FA,
Maryland,,,Tre,Tre Colbert,,,1242452.0,colbert,,,,"{'channel_id': '1116852709660557312', 'rookie_year': '2024'}",True,,,,,nfl,,Active,,,['DL'],,Colbert,trecolbert,3D6DD84ED77A,307,74,,9999999.0,,11976,,,1.0,,,,Temple (TX),tre,[],,DL,,,,16819770-0704-11ef-9fd0-ab7bf1676b4c,#trecolbert-NFL-FA,
Pittsburgh,,CIN,Cal,Cal Adomitis,,1998-07-09,1061591.0,adomitis,27.0,,,"{'channel_id': '1113708807122350080', 'rookie_year': '2022'}",True,,,,1713199522585.0,nfl,,Active,,48.0,['LS'],15957.0,Adomitis,caladomitis,A1D530857023,238,74,,9999999.0,,8785,,LS,3.0,,,,Pittsburgh Central Catholic (PA),cal,[],,LS,,,,9e9694f0-d2f2-11ec-96a0-c3471a31202c,#caladomitis-NFL-CIN-48,
Alabama,,,Adrian,Adrian Hubbard,,1992-02-27,,hubbard,25.0,,,,False,,,,,nfl,,Inactive,,49.0,['LB'],,Hubbard,adrianhubbard,,257,"6'6""",,9999999.0,,2139,,,1.0,,,,,adrian,[],16479.0,OLB,17175.0,,28080.0,b35b86cf-3cdf-44ec-81ec-d6f596913b23,#adrianhubbard-NFL-FA-49,
Iowa State,,DEN,Eyioma,Eyioma Uwazurike,,1998-05-06,975815.0,uwazurike,27.0,,,"{'channel_id': '1113708826013495296', 'rookie_year': '2022'}",True,,,,1722893708021.0,nfl,2.0,Active,,96.0,['DL'],16220.0,Uwazurike,eyiomauwazurike,1E2A61272AD4,320,78,,9999999.0,,8347,,RDE,3.0,,,,Southfield-Lathrup (MI),eyioma,[],,DL,,,,77af642a-82f9-439c-8413-9221df3ccba6,#eyiomauwazurike-NFL-DEN-96,
Washington State,,,Logan,Logan Tago,,,,tago,,,,{'channel_id': '1116853302466707456'},True,,,,,nfl,,Inactive,,60.0,['LB'],,Tago,logantago,,250,75,,9999999.0,NA,6750,,,3.0,,,,Samoana,logan,[],21667.0,LB,3884234.0,,32656.0,2ec62336-03b7-4568-ac64-c535e856dd08,#logantago-NFL-FA-60,
Delaware,,,Nijuel,Nijuel Hill,,,924499.0,hill,,,,"{'channel_id': '1116853543496581120', 'years_exp_shift': '1'}",True,,,,,nfl,,Active,,0.0,['DB'],16605.0,Hill,nijuelhill,,185,70,,9999999.0,,8882,,,1.0,,,,Calvert Hall (MD),nijuel,[],,DB,,,,3839db90-d518-11ec-9574-9d3c83c96631,#nijuelhill-NFL-FA-0,
Utah,,,Andy,Andy Phillips,,1989-05-18,,phillips,32.0,,,{'channel_id': '1116852986312654848'},True,,,,,nfl,,Active,,17.0,['K'],,Phillips,andyphillips,,210,70,,709.0,,4555,,,5.0,,,,Winter Sports (UT),andy,[],19436.0,K,2971658.0,,30725.0,4ab7602d-d537-48d7-93f0-add1b6b860aa,#andyphillips-NFL-FA-17,
LSU,,LV,Devin,Devin White,,1998-02-17,910681.0,white,27.0,,,"{'channel_id': '1113708714952519680', 'rookie_year': '2019'}",True, 00-0035707,,,1743266456030.0,nfl,1.0,Active,,45.0,['LB'],13611.0,White,devinwhite,CF6262616C88,252,72,,559.0,,6119,,ROLB,6.0,,,,North Webster (LA),devin,[],20981.0,LB,4035434.0,,31837.0,37849d01-7d7e-4a35-8840-e17cacd73d85,#devinwhite-NFL-LV-45,13947.0
UMass,,,Marken,Marken Michel,,1993-07-06,604826.0,michel,29.0,,,{'channel_id': '1116852876816154624'},True, 00-0032609,,,1662131448660.0,nfl,,Active,604826.0,19.0,['WR'],11501.0,Michel,markenmichel,,191,71,,9999999.0,,3568,,,7.0,,,,American Heritage (FL),marken,[],18343.0,WR,2591718.0,,29540.0,fa7983c1-408c-4aa5-9723-efbf039db351,#markenmichel-NFL-FA-19,
Connecticut,,,Jamar,Jamar Summers,,1995-06-14,,summers,26.0,,,{'channel_id': '1116853128918990848'},True,00-0034324,,,1563743727436.0,nfl,,Active,,21.0,['DB'],12750.0,Summers,jamarsummers,,190,72,,9999999.0,,5594,,,4.0,,,,Orange,jamar,[],20348.0,FS,3125916.0,,31530.0,cdd83d70-ee27-42d0-a6f0-7db2c2ec6995,#jamarsummers-NFL-FA-21,
California,,JAX,Patrick,Patrick Mekari,,1997-08-13,866285.0,mekari,27.0,,,"{'channel_id': '1113708872536715264', 'rookie_year': '2019'}",True, 00-0035112,,,1754272810050.0,nfl,,Active,,65.0,"['LB', 'OL']",14126.0,Mekari,patrickmekari,00F6F7FF56AC,305,76,,9999999.0,,6306,,OL,6.0,,,,Westlake (CA),patrick,[],21206.0,OL,3863820.0,,32315.0,d027528c-6fb1-41bb-9ede-4f45ec731fdd,#patrickmekari-NFL-JAX-65,
Utah,,,Hunter,Hunter Dimick,,1993-10-29,,dimick,28.0,,,{'channel_id': '1116852996697751552'},True,00-0033686,,,1556575858372.0,nfl,,Active,651624.0,94.0,['LB'],12060.0,Dimick,hunterdimick,,268,75,,9999999.0,,4625,,,5.0,,,,Syracuse (UT),hunter,[],19519.0,OLB,2971636.0,,30393.0,0854bc61-cced-4ec9-84fe-726c822d6926,#hunterdimick-NFL-FA-94,
Ohio State,,,Chase,Chase Farris,,1993-04-08,,farris,28.0,,,{'channel_id': '1116852862765236224'},True,,,,,nfl,,Active,,62.0,['OL'],11332.0,Farris,chasefarris,,300,77,,9999999.0,,3435,,,6.0,,,,Elyria (OH),chase,[],18199.0,G,2576381.0,,29777.0,3c98bde8-2cd7-48ba-9981-5b9a3d55b4cd,#chasefarris-NFL-FA-62,
California,,,James,James Looney,,1995-05-15,,looney,26.0,,,{'channel_id': '1116853086971756544'},True,00-0034284,,,1597529709965.0,nfl,,Active,733671.0,49.0,['TE'],12714.0,Looney,jameslooney,,287,75,,1393.0,,5322,,,4.0,,,,Lake Worth (FL),james,[],20019.0,TE,3039794.0,,31202.0,ccb8ccf7-fa57-4d2a-8907-b55ebb8fa3fe,#jameslooney-NFL-FA-49,
Idaho State,,,Jared,Jared Scott,,1999-05-10,1062841.0,scott,23.0,,,"{'channel_id': '1116853542590611456', 'years_exp_shift': '1'}",True,,,,1663691454607.0,nfl,,Active,,0.0,['TE'],16586.0,Scott,jaredscott,,240,78,,9999999.0,,8878,,,2.0,,,,Oak Park-River Forest (IL),jared,[],,TE,,,,f0cde0e0-d471-11ec-b66c-3b3d1654b222,#jaredscott-NFL-FA-0,
Boston College,,,Ben,Ben Petrula,,1999-05-04,1060555.0,petrula,25.0,,,"{'channel_id': '1116853530552958976', 'rookie_year': ''}",True,,,,,nfl,,Active,,0.0,,,Petrula,benpetrula,,316,77,,9999999.0,,8792,,,0.0,,,,St. Peter's Prep (NJ),ben,[],,T,,,,3595c690-d308-11ec-8b77-45b1765fd110,#benpetrula-NFL-FA-0,
TCU,,,Jerry,Jerry Hughes,,1988-08-13,322863.0,hughes,36.0,,,"{'channel_id': '1116154755547168768', 'rookie_year': '2010'}",True,00-0027881,,,1732466738034.0,nfl,,Active,,52.0,['DL'],6576.0,Hughes,jerryhughes,C694E4CF2A39,254,74,,9999999.0,,550,,,15.0,,,,Austin (TX),jerry,[],11132.0,DE,13245.0,,24006.0,f40e0707-1bf5-44d4-b447-7c03255aa423,#jerryhughes-NFL-FA-52,5838.0
West Virginia,,,Shelton,Shelton Gibson,,1994-03-20,,gibson,27.0,,,{'channel_id': '1116852937415458816'},True,00-0033573,,,1607991918645.0,nfl,,Active,739691.0,84.0,['WR'],11721.0,Gibson,sheltongibson,,191,71,,1200.0,,4214,,,5.0,,,,Cleveland Heights (OH),shelton,[],19060.0,WR,3042417.0,,30279.0,c58e6a2c-2206-4d42-b368-fe6f0ecb1262,#sheltongibson-NFL-FA-84,
Northern Iowa,,,David,David Johnson,,1991-12-16,552409.0,johnson,31.0,,,{'channel_id': '1116852801008304128'},True,00-0032187,,,1716216954705.0,nfl,,Active,552409.0,28.0,['RB'],10148.0,Johnson,davidjohnson,,224,73,,9999999.0,,2391,,,8.0,,,,Clinton (IA),david,[],16847.0,RB,2508176.0,,28474.0,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,#davidjohnson-NFL-FA-28,10404.0
Ohio State,,NO,Chase,Chase Young,,1999-04-14,1053645.0,young,26.0,,,"{'channel_id': '1113708686057959424', 'rookie_year': '2020'}",True,,,,1748547025412.0,nfl,1.0,Active,,99.0,['DL'],14452.0,Young,chaseyoung,67A61C8A1D5B,264,77,,600.0,,6782,,LOLB,5.0,,,,DeMatha Catholic (MD),chase,[],22092.0,DE,4241986.0,,32672.0,9947409c-4a34-45f5-99a1-aa6daa13c430,#chaseyoung-NFL-NO-99,
Oregon State,,GB,Isaiah,Isaiah Dunn,,1999-01-31,1066294.0,dunn,26.0,,,"{'channel_id': '1116853456590602240', 'rookie_year': '2021'}",True,,,,1692048302213.0,nfl,,Active,,47.0,['DB'],15548.0,Dunn,isaiahdunn,,189,72,,9999999.0,,8044,,DB,4.0,,,,Antioch (CA),isaiah,[],,DB,,,,97357c21-9d25-4a8a-a066-be6dad0e8a7f,#isaiahdunn-NFL-GB-47,
Valdosta State,,,Iseoluwapo,Iseoluwapo Jegede,,1994-05-24,,jegede,27.0,,,{'channel_id': '1116853280471777280'},True, 00-0035027,,,1599693591273.0,nfl,,Active,,79.0,['DL'],14095.0,Jegede,iseoluwapojegede,,273,77,,9999999.0,,6616,,,3.0,,,,Victory Rock Prep (FL),iseoluwapo,[],21485.0,NT,4408860.0,,32296.0,4ce9600e-ee43-4b0a-becc-c8de646ff451,#iseoluwapojegede-NFL-FA-79,
Appalachian State,,BUF,Darrynton,Darrynton Evans,,1998-07-09,915030.0,evans,27.0,,,"{'channel_id': '1113708759923847168', 'rookie_year': '2020'}",True,,,,1741722602988.0,nfl,4.0,Active,,21.0,['RB'],14400.0,Evans,darryntonevans,91CEBBD7AC77,203,70,,9999999.0,,7064,,RB,5.0,,,,New Smyrna Beach (FL),darrynton,[],21845.0,RB,4036431.0,,32763.0,eb3c219d-6489-4f2f-a542-bdbf7423a325,#darryntonevans-NFL-BUF-21,
Connecticut,,,Kendall,Kendall Reyes,,1989-09-26,,reyes,30.0,,,,False,00-0029256,,,1535739979936.0,nfl,,Inactive,,91.0,['DL'],8159.0,Reyes,kendallreyes,,300,"6'4""",,9999999.0,,1143,,,8.0,,,,Nashua North (NH),kendall,[],14135.0,DE,14953.0,,25759.0,8d7729c6-3a84-4769-8c2c-2ed11557be20,#kendallreyes-NFL-FA-91,
Central Florida,,,Josh,Josh Sitton,,1986-06-16,,sitton,35.0,,,,False,00-0026275,,,1554399602962.0,nfl,,Injured Reserve,,0.0,['OL'],6323.0,Sitton,joshsitton,,320,75,,9999999.0,,124,,,14.0,,,,Pensacola Catholic (FL),josh,[],3339.0,G,11382.0,,8925.0,9c2bf2fc-d6cb-479d-8ece-f2ab4d1cda91,#joshsitton-NFL-FA-0,4891.0
Virginia Tech,,,Amare,Amare Barno,,1999-04-26,1175584.0,barno,26.0,,,"{'channel_id': '1113708885765550080', 'rookie_year': '2022'}",True,,Surgery,,1753850427667.0,nfl,,Active,,38.0,['DL'],16111.0,Barno,amarebarno,7A094FF337D9,245,78,,9999999.0,Questionable,8327,,,3.0,Knee,,,Westwood (SC),amare,[],,DL,,,,b93a02ec-8659-475e-aeac-99fa86c7832e,#amarebarno-NFL-FA-38,
Toledo,,,Judge,Judge Culpepper,,1999-11-24,1116661.0,culpepper,25.0,,,"{'channel_id': '1113708728357515264', 'rookie_year': '2024'}",True,,,,,nfl,,Active,,,['DL'],18395.0,Culpepper,judgeculpepper,F974DAD8FDA5,293,76,,9999999.0,,11988,,,1.0,,,,Plant (FL),judge,[],,DT,,,,309a2210-0715-11ef-84d4-1170edc55ac0,#judgeculpepper-NFL-FA,
UConn,,LAR,Malik,Malik Dixon-Williams,,,,dixonwilliams,,,,"{'channel_id': '1223089389240844288', 'rookie_year': '0'}",True,,,,,nfl,,Active,,39.0,['DB'],18912.0,Dixon-Williams,malikdixonwilliams,63DCFF8BC716A20B,200,73,,9999999.0,,12999,,,0.0,,,,Wekiva (FL),malik,[],,DB,,,,1e7176a0-254c-11f0-85e6-ad6d4b9a9b15,#malikdixonwilliams-NFL-LAR-39,
Kansas State,,,Cody,Cody Whitehair,,1992-07-11,605254.0,whitehair,32.0,,,"{'channel_id': '1113708771105861632', 'rookie_year': '2016'}",True,00-0032768,,,1732669854122.0,nfl,,Active,,65.0,['OL'],10897.0,Whitehair,codywhitehair,51257255AF28,316,75,,9999999.0,,3226,,,9.0,,,,Abilene (KS),cody,[],17987.0,OL,2577346.0,,29290.0,95bccf33-b911-4bfa-96b4-a15b9a160c68,#codywhitehair-NFL-FA-65,11365.0
Southern California,,,Matt,Matt Cassel,,1982-05-17,,cassel,39.0,,,,False,00-0023662,,,1567096536759.0,nfl,,Inactive,145407.0,8.0,['QB'],4574.0,Cassel,mattcassel,,228,76,,9999999.0,,389,,,17.0,,,,Chatsworth (CA),matt,[],8723.0,QB,8644.0,,7406.0,8263e101-aa33-435f-bf0f-388e1c4eeb59,#mattcassel-NFL-FA-8,3237.0
Arkansas State,,,Jalen,Jalen Cunningham,,,,cunningham,,,,"{'channel_id': '1116852717151584256', 'rookie_year': '2024'}",True,,,,,nfl,,Active,,,['OG'],,Cunningham,jalencunningham,,350,77,,9999999.0,,12205,,,1.0,,,,Ole Miss (AL),jalen,[],,OG,,,,a5210960-07dc-11ef-b782-4f443176e5dd,#jalencunningham-NFL-FA,
Southern Methodist,,,Xavier,Xavier Jones,,1997-08-24,877910.0,jones,24.0,,,{'channel_id': '1116853331780698112'},True,,Surgery,,1662496217027.0,nfl,,Active,,0.0,['RB'],14925.0,Jones,xavierjones,,208,71,,492.0,Questionable,7088,,,2.0,Achilles,,,Spring (TX),xavier,[],21839.0,RB,3916209.0,,33297.0,70110b01-060d-443d-b799-5d4edc9272de,#xavierjones-NFL-FA-0,
Utah,,,Keaton,Keaton Bills,,1998-05-22,913139.0,bills,26.0,,,"{'channel_id': '1113708754882293760', 'rookie_year': '2024'}",True,,,,,nfl,,Active,,,['OL'],,Bills,keatonbills,4A3AD5121687,316,76,,9999999.0,,11999,,,1.0,,,,Corner Canyon (UT),keaton,[],,OL,,,,28e24e20-0707-11ef-8eb5-17138422c839,#keatonbills-NFL-FA,
Montana State,,,John,John Weidenaar,,1992-09-15,,weidenaar,25.0,,,,False,,,,,nfl,3.0,Inactive,,79.0,['OL'],11382.0,Weidenaar,johnweidenaar,,292,"6'7""",,9999999.0,,3693,,LT,0.0,,,,,john,[],18495.0,OT,,,29711.0,,#johnweidenaar-NFL-FA-79,
Pittsburgh,,SF,Jason,Jason Pinnock,,1999-06-30,1061625.0,pinnock,26.0,,,"{'channel_id': '1113708677317029888', 'rookie_year': '2021'}",True,,,,1752553227816.0,nfl,1.0,Active,,25.0,['DB'],15532.0,Pinnock,jasonpinnock,EBE4567BDA89,200,72,,1015.0,,7816,,FS,4.0,,,,Windsor (CT),jason,[],,CB,,,,8ca53dc6-9a7f-41a6-9b69-d199a6784013,#jasonpinnock-NFL-SF-25,
Southern California,,,Charles,Charles Brown,,1987-04-10,,brown,33.0,,,,False,,,,,nfl,,Inactive,,78.0,['OL'],6544.0,Brown,charlesbrown,,300,"6'5""",,9999999.0,,615,,,10.0,,,,Diamond Ranch (CA),charles,[],11482.0,T,13263.0,,24039.0,30702243-7831-43fe-a0a1-335dd6a2f989,#charlesbrown-NFL-FA-78,
Western Michigan,,,Louis,Louis Delmas,,1987-04-11,,delmas,30.0,,,,False,,,,,nfl,,Inactive,,25.0,['DB'],6092.0,Delmas,louisdelmas,,202,"5'11""",,9999999.0,,418,,,6.0,,,,,louis,[],9002.0,FS,12528.0,,,7d35421a-f68b-4de2-8152-d5830f5cca3e,#louisdelmas-NFL-FA-25,
West Virginia,,,Kyzir,Kyzir White,,1996-03-24,919457.0,white,28.0,,,"{'channel_id': '1113708849065390080', 'rookie_year': '2018'}",True,00-0034375,,,1753319432436.0,nfl,,Active,,7.0,['LB'],12787.0,White,kyzirwhite,97AD3602AF0C,234,74,,311.0,,5348,,,7.0,,,,Emmaus (PA),kyzir,[],19940.0,LB,4039254.0,,31089.0,c6303f3b-9c18-4afe-b0bf-d8270ca9db21,#kyzirwhite-NFL-FA-7,13245.0
Washington,,DEN,Luke,Luke Wattenberg,,1997-09-10,934098.0,wattenberg,27.0,,,"{'channel_id': '1113708824545488896', 'rookie_year': '2022'}",True,,,,1731256828218.0,nfl,,Active,,60.0,['OL'],16088.0,Wattenberg,lukewattenberg,FACA16BA966F,300,77,,9999999.0,,8474,,OL,3.0,,,,JSerra Catholic (CA),luke,[],,OL,,,,50b60c54-3f6b-49dd-b1e0-2f8c6193b606,#lukewattenberg-NFL-DEN-60,
Johnson C. Smith,,,Avius,Avius Capers,,1992-05-30,,capers,26.0,,,,False,,,,,nfl,,Inactive,563865.0,16.0,['WR'],11334.0,Capers,aviuscapers,,200,"5'9""",,9999999.0,,3007,,,1.0,,,,,avius,[],17549.0,WR,2517976.0,,29165.0,3370f2cc-0eac-4b3a-9a0b-2e85577e109f,#aviuscapers-NFL-FA-16,
Iowa,,MIN,T.J.,T.J. Hockenson,,1997-07-03,923915.0,hockenson,28.0,,,"{'channel_id': '1113708711928426496', 'rookie_year': '2019'}",True, 00-0035229,,,1754385021826.0,nfl,1.0,Active,923915.0,87.0,['TE'],13610.0,Hockenson,tjhockenson,B33E7A0D7428,248,77,,58.0,Questionable,5844,,TE,6.0,Groin,,,Chariton (IA),tj,[],20805.0,TE,4036133.0,,31840.0,bd1120b6-38b3-4225-a4b0-20660a149d0d,#tjhockenson-NFL-MIN-87,14051.0
"Lindenwood, Ill.",,,Harvey,Harvey Binford,,1991-01-20,,binford,30.0,,,{'channel_id': '1116852915596689408'},True,,,,,nfl,,Inactive,837458.0,2.0,['WR'],11617.0,Binford,harveybinford,,182,72,,9999999.0,,3920,,,6.0,,,,,harvey,[],18747.0,WR,4037285.0,,30047.0,7073ea74-7a02-4273-9b7e-b70247e72f73,#harveybinford-NFL-FA-2,
Florida State,,,Terrance,Terrance Parks,,1990-04-14,,parks,31.0,,,,False,,,,1532542501305.0,nfl,,Inactive,,27.0,['DB'],10003.0,Parks,terranceparks,,215,74,,9999999.0,,2296,,,10.0,,,,,terrance,[],16738.0,SS,15544.0,,,0a44ce13-28ff-4577-be74-501382fcf7f9,#terranceparks-NFL-FA-27,
Brigham Young,,,Paul,Paul Lasike,,1990-06-18,,lasike,31.0,,,,False,,,,,nfl,,Inactive,652606.0,47.0,['RB'],10595.0,Lasike,paullasike,,232,71,,9999999.0,,2835,,,7.0,,,,Church College (NZ),paul,[],17303.0,RB,2970515.0,,28808.0,8c41a5e8-4979-4b88-a71b-e25be9ee55e5,#paullasike-NFL-FA-47,
Alabama,,DEN,Ha Ha,Ha Ha Clinton-Dix,,1992-12-21,610962.0,clintondix,29.0,,,{'channel_id': '1116852782498840576'},True,00-0031333,,,1635812428005.0,nfl,,Active,,32.0,['DB'],9288.0,Clinton-Dix,hahaclintondix,,208,73,,9999999.0,,2135,,,8.0,,,,Dr. Phillips (FL),haha,[],16473.0,DB,16735.0,,27549.0,977e4e40-c596-43c3-a5a9-2141f6590b89,#hahaclintondix-NFL-DEN-32,9437.0
Grand Valley State,,,Dan,Dan Skuta,,1986-04-21,,skuta,34.0,,,,False,,,,,nfl,,Inactive,458931.0,57.0,['LB'],7086.0,Skuta,danskuta,,250,"6'2""",,9999999.0,,493,,,11.0,,,,Carman-Ainsworth (MI),dan,[],9956.0,LB,12932.0,,9567.0,5844516e-b49c-4b52-b8e8-98486ad0e9c7,#danskuta-NFL-FA-57,5553.0
Florida State,,CAR,Ryan,Ryan Fitzgerald,,,,fitzgerald,,,,"{'channel_id': '1222983691219775488', 'rookie_year': '0'}",True,,,,1746014432183.0,nfl,2.0,Active,,35.0,['K'],18508.0,Fitzgerald,ryanfitzgerald,3844D05C0186F7EE,193,71,,493.0,,12961,,K,0.0,,,,Colquitt County (GA),ryan,[],,K,,,,7bf5a2e0-2512-11f0-9825-33176da47896,#ryanfitzgerald-NFL-CAR-35,
USC,,,Austin,Austin Jones,,2001-02-07,1161856.0,jones,23.0,,,"{'channel_id': '1113708697307082752', 'rookie_year': '2024'}",True,,,,1724806560134.0,nfl,,Active,,,['RB'],18040.0,Jones,austinjones,C0651E03159E,200,70,,999.0,,11947,,,1.0,,,,Bishop O’Dowd (CA),austin,[],,RB,,,,6b3b9f20-06ed-11ef-9326-e735973e362d,#austinjones-NFL-FA,
LSU,,,Micah,Micah Baskerville,,1999-10-19,1109356.0,baskerville,25.0,,,"{'channel_id': '1113708763149266944', 'rookie_year': '2023'}",True,,,,,nfl,,Active,,47.0,['LB'],17306.0,Baskerville,micahbaskerville,CB8B006DAC50,224,72,,9999999.0,,11254,,,2.0,,,,Evangel Christian Academy (LA),micah,[],,LB,,,,55163070-ead3-11ed-999e-03b49558b5db,#micahbaskerville-NFL-FA-47,
