competitions,news_updated,gsis_id,years_exp,last_name,weight,depth_chart_position,depth_chart_order,age,active,injury_notes,college,sportradar_id,first_name,practice_description,kalshi_id,player_id,stats_id,status,team_abbr,injury_body_part,metadata,search_last_name,birth_date,team_changed_at,birth_city,rotoworld_id,oddsjam_id,search_first_name,injury_start_date,espn_id,sport,height,opta_id,birth_state,team,injury_status,search_rank,fantasy_data_id,high_school,swish_id,position,hashtag,rotowire_id,number,birth_country,practice_participation,full_name,search_full_name,pandascore_id,fantasy_positions,yahoo_id,norm_name
[],,,0.0,Burke,,,,,False,,,,Matt,,,3996,,Inactive,,,,burke,,,,12153.0,,matt,,,nfl,,,,,,9999999.0,18833.0,,,,#mattburke-NFL-FA-0,,0.0,,,Matt Burke,mattburke,,,,matt burke
[],,,0.0,Cooper,300,C,3.0,26.0,False,,Houston,,Alex,,,3689,,Inactive,,,,cooper,1991-12-18,,,,,alex,,,nfl,"6'4""",,,,,9999999.0,18489.0,,,C,#alexcooper-NFL-FA-64,11351.0,64.0,,,Alex Cooper,alexcooper,,['OL'],29701.0,alex cooper
[],,,12.0,Zuttah,300,,,34.0,False,,Rutgers,fcaa51ea-0923-4afc-a7cf-22e47a14acf4,Jeremy,,,2,,Inactive,,,,zuttah,1986-06-01,,,4836.0,,jeremy,,11317.0,nfl,"6'4""",,,,,9999999.0,127.0,Stevens (NJ),,C,#jeremyzuttah-NFL-FA-64,5809.0,64.0,,,Jeremy Zuttah,jeremyzuttah,,['OL'],8860.0,jeremy zuttah
[],1754959513568.0, 00-0035164,6.0,Thompson,205,,,29.0,True,,Toledo,16da963d-a300-4d72-8e4d-7771196c03e9,Cody,,506fd2d3-9300-4697-9bed-92470d5ecf59,6171,833514.0,Active,,,"{'channel_id': '1113708727258607616', 'rookie_year': '2019'}",thompson,1996-01-11,,,,895FFC335818,cody,,3126115.0,nfl,74,,,,,700.0,20963.0,Huron (OH),833514.0,WR,#codythompson-NFL-FA-83,13490.0,83.0,,,Cody Thompson,codythompson,,['WR'],32367.0,cody thompson
[],,,0.0,Williams,315,,,,True,,Georgia Tech,6e9b2c60-2467-11f0-a73a-03ec138aa995,Jordan,,25063d0e-c307-4479-9bad-1962239a0746,12881,,Active,,,"{'channel_id': '1222666598658088960', 'rookie_year': '2025'}",williams,,,,,FC8E52728A8DEA0C,jordan,,,nfl,78,,,,,9999999.0,,Gainesville (GA)  ,,OL,#jordanwilliams-NFL-FA-62,,62.0,,,Jordan Williams,jordanwilliams,,['OL'],,jordan williams
[],,,9.0,Dillon,235,,,31.0,True,,Campbell,744d6431-9e95-4e39-b3e2-9df195dbbda9,Daniel,,,3602,,Active,,,"{'channel_id': '1202954214301499393', 'rookie_year': '2016'}",dillon,1993-05-03,,,,,daniel,,,nfl,75,,,,,9999999.0,18387.0,Lee County,,LS,#danieldillon-NFL-FA-0,,0.0,,,Daniel Dillon,danieldillon,,['LS'],29573.0,daniel dillon
[],,,5.0,Olugbode,220,,,26.0,True,,Colorado,0ca95da1-4969-4a31-8bab-3a03f0fa0b7b,Kenneth,,,4565,,Active,,,{'channel_id': '1116852988330115072'},olugbode,1995-09-19,,,,,kenneth,,3052120.0,nfl,73,,,,,9999999.0,19449.0,Bellarmine Prep (WA),,ILB,#kennetholugbode-NFL-FA-49,,49.0,,,Kenneth Olugbode,kennetholugbode,,['LB'],30544.0,kenneth olugbode
[],,,1.0,Crawford,315,,,,True,,Tennessee,875129e0-070c-11ef-89cc-0ffb1c694547,Jeremiah,,,12016,,Active,,,"{'channel_id': '1113708884347875329', 'rookie_year': '2024'}",crawford,,,,,2CCE9D8C323C,jeremiah,,,nfl,77,,,,,9999999.0,,Goddard (KS),1319208.0,OL,#jeremiahcrawford-NFL-FA,,,,,Jeremiah Crawford,jeremiahcrawford,,['OL'],,jeremiah crawford
[],1532460601748.0,00-0030396,9.0,Bishop,255,,,31.0,False,,Western Michigan,366703df-ee7c-4f00-b6a4-ae475956f039,Freddie,,,3154,,Inactive,,,,bishop,1990-02-25,,,,,freddie,,16573.0,nfl,75,,,,,9999999.0,17910.0,Carleton Airport (MI),,OLB,#freddiebishop-NFL-FA-49,10862.0,49.0,,,Freddie Bishop,freddiebishop,,['LB'],900007.0,freddie bishop
[],1685058617468.0,,1.0,Thompson,218,,,24.0,True,,Virginia,53bcdfe0-ec71-11ed-8bf2-e7fff7735d4a,Keytaon,,,11344,,Active,,,{'channel_id': '1116852678660456448'},thompson,1998-10-23,,,,,keytaon,,,nfl,77,,,,,9999999.0,,Landry-Walker (LA),974075.0,WR,#keytaonthompson-NFL-FA-43,17041.0,43.0,,,Keytaon Thompson,keytaonthompson,,['WR'],,keytaon thompson
[],1688742925996.0,00-0027966,12.0,Ingram,215,,,33.0,True,,Alabama,f336567d-44a9-4245-8452-1dd485fd70fb,Mark,,,956,456613.0,Inactive,,,{'channel_id': '1116853556884799488'},ingram,1989-12-21,,,6471.0,,mark,,13981.0,nfl,69,,,,,231.0,13337.0,Southwestern Academy (MI),456613.0,RB,#markingram-NFL-FA-22,7244.0,22.0,,,Mark Ingram,markingram,,['RB'],24815.0,mark ingram
[],1553142317848.0,00-0032997,6.0,McGee,250,,,30.0,True,,Florida,0456cc0d-84e0-432f-ba7c-a6ca13446b76,Jake,,,3514,556211.0,Active,,,{'channel_id': '1116852871267090432'},mcgee,1991-09-19,,,,,jake,,2512657.0,nfl,77,,,,,9999999.0,18280.0,Collegiate,,TE,#jakemcgee-NFL-FA-80,11132.0,80.0,,,Jake McGee,jakemcgee,,['TE'],29504.0,jake mcgee
[],,,0.0,Simonise,200,LWR,4.0,23.0,False,,"Calgary, Canada",,Rashaun,,,3911,925022.0,Inactive,,,,simonise,1995-05-31,,,,,rashaun,,4036547.0,nfl,"6'5""",,,,,9999999.0,18737.0,,,WR,#rashaunsimonise-NFL-FA-13,11602.0,13.0,,,Rashaun Simonise,rashaunsimonise,,['WR'],30040.0,rashaun simonise
[],1560221750273.0,00-0033922,5.0,Garcia,302,,,28.0,False,,Troy,a2b6e1f9-1f06-45e3-b6e9-79ec8490e5ef,Antonio,,,4116,,Inactive,,,,garcia,1993-12-10,,,12247.0,,antonio,,2972820.0,nfl,79,,,,,9999999.0,18962.0,Charles Drew (GA),,OT,#antoniogarcia-NFL-FA-0,11794.0,0.0,,,Antonio Garcia,antoniogarcia,,['OL'],30198.0,antonio garcia
[],1761404439051.0,,4.0,Chase,205,LWR,1.0,25.0,True,,LSU,fa99e984-d63b-4ef4-a164-407f68a7eeaf,Ja'Marr,,d2e67424-ef70-4c12-9b44-479f3a94a0a0,7564,,Active,,,"{'channel_id': '1113708809265639424', 'rookie_year': '2021'}",chase,2000-03-01,,,,6062BDCD0B61,jamarr,,,nfl,72,,,CIN,,1.0,22564.0,Archbishop Rummel (LA),1109979.0,WR,#jamarrchase-NFL-CIN-1,15183.0,1.0,,,Ja'Marr Chase,jamarrchase,,['WR'],,jamarr chase
[],,,1.0,Daxon,322,,,26.0,True,,Illinois,acf423f0-07de-11ef-84b2-7fd111d85b9e,Denzel,,5eb330a6-cd17-4096-b98a-4e7f962de6fd,12211,,Active,,,"{'channel_id': '1113708855654641664', 'rookie_year': '2024'}",daxon,1999-03-27,,,,FA1B08598000,denzel,,,nfl,74,,,ARI,,9999999.0,25517.0,Carol City (FL),1186801.0,DL,#denzeldaxon-NFL-ARI-59,18248.0,59.0,,,Denzel Daxon,denzeldaxon,,['DL'],,denzel daxon
[],1756248620594.0,,3.0,Harris,225,,,24.0,True,,South Carolina,b29ae83e-ccfb-4219-b39a-70a1c94a2414,Kevin,,badcaff4-4932-4f6f-9634-ec99eea7b827,8174,,Active,,,"{'channel_id': '1113708794522660864', 'rookie_year': '2022'}",harris,2000-11-17,,,,52310353D7BA,kevin,,,nfl,70,,,,,999.0,,Bradwell Institute (GA),1161190.0,RB,#kevinharris-NFL-FA-34,15991.0,34.0,,,Kevin Harris,kevinharris,,['RB'],,kevin harris
[],,,0.0,Patricia,,,,,False,,,,Matt,,,3101,,Inactive,,,,patricia,,,,9486.0,,matt,,,nfl,,,,,,9999999.0,17851.0,,,,#mattpatricia-NFL-FA-0,,0.0,,,Matt Patricia,mattpatricia,,,,matt patricia
[],1546977330539.0,00-0034876,6.0,Ezeala,248,,,26.0,True,,No College,5ab29759-c330-4147-a2cf-be04bbac66aa,Christopher,,,5462,1115428.0,Active,,,{'channel_id': '1116853106588516352'},ezeala,1995-09-19,,,,,christopher,,4339834.0,nfl,71,,,,,9999999.0,20534.0,,,RB,#christopherezeala-NFL-FA-45,13326.0,45.0,,,Christopher Ezeala,christopherezeala,,['RB'],31335.0,christopher ezeala
[],1756267522796.0,,3.0,Russell,225,LB,,27.0,True,,Memphis,5396bba0-d3ed-11ec-8afa-57d9afd0ecba,J.J.,,8235a9c8-d67c-4599-a276-be41c4c738e7,8869,,Inactive,,Concussion,"{'channel_id': '1113708729338982400', 'rookie_year': '2022'}",russell,1998-10-12,,,,BB65389948A4,jj,,,nfl,73,,,ARI,IR,9999999.0,23786.0,Grenada (MS),,LB,#jjrussell-NFL-ARI-51,16573.0,51.0,,,J.J. Russell,jjrussell,,['LB'],,jj russell
[],,,2.0,Rogers,217,,,26.0,False,,Tennessee Tech,1771b1d1-272b-496f-b34b-4f50dd99f831,Da'Rick,,,1673,542841.0,Inactive,,,,rogers,1991-06-18,,,,,darick,,,nfl,"6'2""",,,,,9999999.0,15470.0,,,WR,#darickrogers-NFL-FA-16,,16.0,,,Da'Rick Rogers,darickrogers,,['WR'],,darick rogers
[],1746748507322.0,,1.0,Riley,175,,,25.0,True,,Florida A&M,386b8cc0-0979-11ef-946b-f5c344c4b343,Marcus,,,12235,,Active,,Undisclosed,"{'channel_id': '1113708742513291264', 'rookie_year': '2024'}",riley,1999-05-09,,,,DE4E85A9EEB3,marcus,,,nfl,71,,,,Questionable,999.0,,James Rickards (FL),1121074.0,WR,#marcusriley-NFL-FA,18031.0,,,,Marcus Riley,marcusriley,,['WR'],,marcus riley
[],1573001421159.0,,6.0,James,229,,,28.0,False,,Colorado State,f9afa35e-b162-4b87-a50b-34759f522b88,Cory,,,3350,590953.0,Inactive,,,,james,1993-05-22,,,,,cory,,2575663.0,nfl,72,,,,,9999999.0,18111.0,Del Rio (TX),,OLB,#coryjames-NFL-FA-57,11229.0,57.0,,,Cory James,coryjames,,['LB'],29428.0,cory james
[],1565384707604.0, 00-0033745,5.0,Barnes,255,,,27.0,True,,Alabama State,5079332c-3043-47a6-be13-89a76469057f,Brandon,,,4593,754207.0,Active,,,{'channel_id': '1116852992167903232'},barnes,1994-05-31,,,,,brandon,,3059165.0,nfl,77,,,,,9999999.0,19480.0,,,TE,#brandonbarnes-NFL-FA-86,12386.0,86.0,,,Brandon Barnes,brandonbarnes,,['TE'],30765.0,brandon barnes
[],,,10.0,King,185,,,33.0,False,,Purdue,8daa4045-ec0a-4f6e-9430-693727abfd7f,Brandon,,,7508,,Inactive,,,,king,1987-01-28,,,,,brandon,,,nfl,"5'10""",,,,,,,Houston County (GA),,LB,#brandonking-NFL-FA-37,,37.0,,,Brandon King,brandonking,,['LB'],,brandon king
[],,,6.0,Morris,240,,,28.0,False,,Iowa,66bc6198-6bdb-41df-95c0-93a8ea08b3c4,James,,,2285,,Inactive,,,,morris,1991-11-20,,,,,james,,17380.0,nfl,"6'2""",,,,,9999999.0,16716.0,Solon (IA),,LB,#jamesmorris-NFL-FA-40,9623.0,40.0,,,James Morris,jamesmorris,,['LB'],28220.0,james morris
[],,,9.0,Mortell,200,,,32.0,True,,Minnesota,5e4137f7-02d5-4bed-a6c7-965d6fdccb10,Peter,,,3726,,Active,,,{'rookie_year': '2016'},mortell,1992-12-29,,,,,peter,,2576320.0,nfl,74,,,,,9999999.0,18534.0,Notre Dame Academy (WI),,P,#petermortell-NFL-FA-0,11452.0,0.0,,,Peter Mortell,petermortell,,['P'],29737.0,peter mortell
[],1731722706693.0,00-0034515,7.0,Delaney,200,,,29.0,True,,Miami (FL),5d61b458-9b4e-4016-9983-7add180b698d,Dee,,,5658,,Active,,,"{'channel_id': '1113708756128002048', 'rookie_year': '2018'}",delaney,1995-02-20,,,,0DD3E50B8DEB,dee,,3049726.0,nfl,71,,,,,9999999.0,20429.0,Whale Branch Early College (SC),749695.0,CB,#deedelaney-NFL-FA-37,12666.0,37.0,,,Dee Delaney,deedelaney,,['DB'],31261.0,dee delaney
[],1731710405576.0,,1.0,Wallace,190,NB,2.0,25.0,True,,Michigan,424e1560-07c5-11ef-96b2-79ba17dd049f,Josh,,f6af0241-950a-4418-9c7b-d5009b0f3de0,12132,,Active,,,"{'channel_id': '1113708702625460224', 'rookie_year': '2024'}",wallace,2000-07-05,,,,830A42964985,josh,,,nfl,72,,,LAR,,9999999.0,25131.0,DeMatha Catholic (MD),1180407.0,DB,#joshwallace-NFL-LAR-30,17937.0,30.0,,,Josh Wallace,joshwallace,,['DB'],,josh wallace
[],,00-0034219,4.0,Pujals,215,,,26.0,True,,Holy Cross,2b136f32-c023-427c-a663-29b921e5ce90,Peter,,,5403,750176.0,Active,,,{'channel_id': '1116853096983560192'},pujals,1995-01-23,,,,,peter,,3048030.0,nfl,74,,,,,9999999.0,20453.0,Loyola Academy,,QB,#peterpujals-NFL-FA-6,13151.0,6.0,,,Peter Pujals,peterpujals,,['QB'],31239.0,peter pujals
[],1660970752623.0,,1.0,Griffin,175,,,23.0,True,,USC,5fbc8b9b-db04-46f7-8974-35a73e29d725,Olaijah,,,7976,,Active,,,{'channel_id': '1116853445052071936'},griffin,1999-03-10,,,,,olaijah,,,nfl,72,,,,,9999999.0,,Mission Viejo (CA),1127103.0,CB,#olaijahgriffin-NFL-FA-34,15629.0,34.0,,,Olaijah Griffin,olaijahgriffin,,['DB'],,olaijah griffin
[],,,2.0,Gonzalez,341,,,24.0,True,,Penn State,232655ce-8f50-4d71-b2cb-a4be961e8d1b,Steven,,,7026,,Active,,,{'channel_id': '1116853324319031296'},gonzalez,1997-05-11,,,,,steven,,3929642.0,nfl,76,,,,,9999999.0,22102.0,Union City (NJ),,OG,#stevengonzalez-NFL-FA-63,14804.0,63.0,,,Steven Gonzalez,stevengonzalez,,"['OG', 'OL']",33078.0,steven gonzalez
[],,,1.0,Daniels,325,,,23.0,True,,Nebraska,bcdda6e0-c967-11ec-89b7-476565ea032f,Damion,,,8545,,Active,,,"{'channel_id': '1116853493680832512', 'years_exp_shift': '1'}",daniels,1999-08-31,,,,,damion,,,nfl,75,,,,,9999999.0,,Bishop Dunne (TX),976483.0,DT,#damiondaniels-NFL-FA-0,16204.0,0.0,,,Damion Daniels,damiondaniels,,['DL'],,damion daniels
[],1761338434584.0,,3.0,Calcaterra,240,TE,2.0,26.0,True,,SMU,f6988cfa-2dcf-490b-ac80-9af8e4292efa,Grant,,5cc5de19-8199-4645-83b7-78236281138d,8177,,Active,,,"{'channel_id': '1113708719662723072', 'rookie_year': '2022'}",calcaterra,1998-12-04,,,,626277042A6F,grant,,,nfl,76,,,PHI,,527.0,23486.0,Santa Margarita (CA),976221.0,TE,#grantcalcaterra-NFL-PHI-81,16039.0,81.0,,,Grant Calcaterra,grantcalcaterra,,['TE'],,grant calcaterra
[],1723011319942.0,,3.0,Marshall,310,,,26.0,True,,Arkansas,99f82a33-5622-4f22-95ff-05d8bd3a6521,Jonathan,,,7791,,Active,,,"{'channel_id': '1113708819763982336', 'rookie_year': '2021'}",marshall,1997-09-16,,,,360F33511FC8,jonathan,,,nfl,75,,,,,9999999.0,,Shepherd (TX),920916.0,DT,#jonathanmarshall-NFL-FA-96,15428.0,96.0,,,Jonathan Marshall,jonathanmarshall,,['DL'],,jonathan marshall
[],,,0.0,Manuwai,333,,,39.0,False,,Hawaii,,Vince,,,5819,,Inactive,,,,manuwai,1980-07-12,,,1421.0,,vince,,,nfl,"6'2""",,,,,9999999.0,5143.0,,,G,#vincemanuwai-NFL-FA-65,,65.0,,,Vince Manuwai,vincemanuwai,,['OL'],,vince manuwai
[],,,6.0,Perillo,250,,,29.0,False,,Maine,22dc9bf1-bf01-4b65-9792-15c0cae4d25e,Justin,,,2144,500107.0,Inactive,,,,perillo,1991-01-05,,,,,justin,,17231.0,nfl,"6'3""",,,,,9999999.0,16487.0,The Tatnall School (DE),,TE,#justinperillo-NFL-FA-80,10007.0,80.0,,,Justin Perillo,justinperillo,,['TE'],28086.0,justin perillo
[],,00-0034108,4.0,Johnson,325,,,26.0,True,,Temple,092b8c48-e863-474c-ac81-212d1265dedc,Leon,,,5440,,Active,,,{'channel_id': '1116853102750728192'},johnson,1995-06-04,,,,,leon,,3051321.0,nfl,77,,,,,9999999.0,20483.0,Bound Brook,,G,#leonjohnson-NFL-FA-0,13389.0,0.0,,,Leon Johnson,leonjohnson,,['OL'],31378.0,leon johnson
[],1539134703555.0,00-0030091,9.0,King,200,,,31.0,False,,Georgia,da3517d7-0002-48dc-a877-c299c25dfa41,Tavarres,,,1456,449458.0,Inactive,,,,king,1990-07-14,,,,,tavarres,,15911.0,nfl,73,,,,,9999999.0,15038.0,Habersham Central (GA),,WR,#tavarresking-NFL-FA-12,8801.0,12.0,,,Tavarres King,tavarresking,,['WR'],26784.0,tavarres king
[],,,0.0,Doyle,199,,,,True,,Memphis,f39afc30-f32a-11ed-9040-b3d01f1faf87,Joe,,,11453,,Active,,,"{'channel_id': '1116852691193036800', 'rookie_year': ''}",doyle,,,,,,joe,,,nfl,73,,,,,9999999.0,,Farragut (TN),1059583.0,P,#joedoyle-NFL-FA-0,,0.0,,,Joe Doyle,joedoyle,,['P'],,joe doyle
[],1660169747302.0,00-0034669,4.0,Veasy,221,,,27.0,True,,California,fb815f81-3759-4194-bff9-1982fb2dd9a0,Jordan,,,5293,911523.0,Active,,,{'channel_id': '1116853083058470912'},veasy,1995-06-23,,,,,jordan,,4035853.0,nfl,75,,,,,9999999.0,20376.0,Gadsden City (AL),911523.0,WR,#jordanveasy-NFL-FA-18,13304.0,18.0,,,Jordan Veasy,jordanveasy,,['WR'],31626.0,jordan veasy
[],1725347751090.0,,1.0,Rigby,235,,,25.0,True,,Temple,44221550-0705-11ef-8e98-3161cfc99a7e,Yvandy,,,11977,,Active,,,"{'channel_id': '1113708867537104897', 'rookie_year': '2024'}",rigby,1999-12-31,,,,B9405DADEF5C,yvandy,,,nfl,73,,,,,9999999.0,,Santa Margarita (CA),1165233.0,LB,#yvandyrigby-NFL-FA,18122.0,,,,Yvandy Rigby,yvandyrigby,,['LB'],,yvandy rigby
[],1761412839557.0,,3.0,Austin,162,SWR,2.0,26.0,True,,Memphis,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,Calvin,,54984deb-1e9a-45c9-a5f9-5ab81eb01ad5,8125,,Active,,,"{'channel_id': '1113708820309241856', 'rookie_year': '2022'}",austin,1999-03-24,,,,2824794A7C09,calvin,,,nfl,69,,,PIT,,240.0,22566.0,Harding Academy (TN),1062765.0,WR,#calvinaustin-NFL-PIT-19,15874.0,19.0,,,Calvin Austin,calvinaustin,,['WR'],,calvin austin
[],1759193745447.0,,4.0,Trammell,185,,,27.0,True,,Rice,c1d52f55-4c65-4b37-8457-f0dc028c85bc,Austin,,1dcff746-e3fc-4c77-9c22-e57ce65c9a34,7746,,Active,,,"{'channel_id': '1113708893017501696', 'rookie_year': '2021'}",trammell,1998-07-04,,,,17CA61534E56,austin,,,nfl,70,,,JAX,,679.0,22973.0,Klein (TX),1056660.0,WR,#austintrammell-NFL-JAX-81,15663.0,81.0,,,Austin Trammell,austintrammell,,['WR'],,austin trammell
[],1535743859128.0,00-0032978,6.0,Caldwell,186,,,28.0,False,,Louisiana-Monroe,94b57778-d6dc-47d1-b7e6-6d844bccdbe8,Trey,,,3329,652384.0,Inactive,,,,caldwell,1993-12-04,,,,,trey,,2972550.0,nfl,69,,,,,9999999.0,18090.0,Berkner (TX),,CB,#treycaldwell-NFL-FA-39,11224.0,39.0,,,Trey Caldwell,treycaldwell,,['DB'],29407.0,trey caldwell
[],1756348225946.0,,1.0,Monroe,205,,,24.0,True,,Tulane,e12dc6c0-0726-11ef-9140-5d66d58415b8,Jarius,,284f6b11-c3f0-48f7-9aca-70d2b85fedf2,12056,,Active,,Undisclosed,"{'channel_id': '1113708746585960448', 'rookie_year': '2024'}",monroe,2000-10-06,,,,F25844573AEC,jarius,,,nfl,74,,,,Questionable,9999999.0,,East St. John (LA),1171133.0,CB,#jariusmonroe-NFL-FA-25,18207.0,25.0,,,Jarius Monroe,jariusmonroe,,['DB'],,jarius monroe
[],,,8.0,Johnson,216,,,29.0,False,,Central Florida,c971da6b-77f4-41d0-bca7-e8035efaf49a,Storm,,,1986,540998.0,Inactive,,,,johnson,1992-07-10,,,,,storm,,16884.0,nfl,72,,,,,9999999.0,16255.0,Loganville (GA),,RB,#stormjohnson-NFL-FA-0,9531.0,0.0,,,Storm Johnson,stormjohnson,,['RB'],27750.0,storm johnson
[],1746984045444.0,00-0032228,10.0,Cardona,241,LS,,33.0,True,,Navy,90517709-322d-47af-9360-77775a93496b,Joe,,d84e1928-99be-4dfa-9ffd-8e082f61f980,2469,,Active,,,"{'channel_id': '1113708793251786752', 'rookie_year': '2015'}",cardona,1992-04-16,,,10542.0,9DE7B9E0EE6E,joe,,2575907.0,nfl,74,,,MIA,,9999999.0,16926.0,Granite Hills (CA),605134.0,LS,#joecardona-NFL-MIA-49,10467.0,49.0,,,Joe Cardona,joecardona,,['LS'],28554.0,joe cardona
[],,,0.0,D'Ambra,225,,,,True,,Fresno State,37e17130-0734-11ef-bcea-d35643e736c6,Nick,,,12105,,Active,,,"{'channel_id': '1116852713712254976', 'rookie_year': ''}",dambra,,,,,,nick,,,nfl,72,,,,,9999999.0,,Glenbard South (IL),,LS,#nickdambra-NFL-FA,,,,,Nick D'Ambra,nickdambra,,['LS'],,nick dambra
[],,,0.0,Lally,255,,,24.0,False,,Mount Union,,Tom,,,3936,,Inactive,,,,lally,1993-10-02,,,,,tom,,3084893.0,nfl,"6'1""",,,,,9999999.0,18769.0,,,DE,#tomlally-NFL-FA-78,11658.0,78.0,,,Tom Lally,tomlally,,['DL'],30066.0,tom lally
[],1757478635336.0,,1.0,Wood,193,,,24.0,True,,East Carolina,a7011ca0-072f-11ef-aee1-63cc61868faa,Julius,,ff161fd9-e099-4063-8c11-e4700301b6a0,12089,,Active,,,"{'channel_id': '1113708855520423936', 'rookie_year': '2024'}",wood,2001-05-02,,,,CB94237804A2,julius,,,nfl,73,,,DAL,,9999999.0,25519.0,Walnut Ridge (OH),1166860.0,DB,#juliuswood-NFL-DAL-32,18247.0,32.0,,,Julius Wood,juliuswood,,['DB'],,julius wood
[],1753658109705.0,,5.0,Thomas-Oliver,194,,,27.0,True,,Florida International,6c162e60-0d39-46b4-bd8d-d2f3c6d6c7e5,Stantley,,7b79ab9d-6e2c-44ef-be54-abeb65264805,7137,,Active,,,"{'channel_id': '1113708676318785536', 'rookie_year': '2020'}",thomasoliver,1998-06-04,,,,5E04E14EB149,stantley,,4046353.0,nfl,72,,,,,9999999.0,22088.0,Charlotte (FL),948898.0,CB,#stantleythomasoliver-NFL-FA-38,14707.0,38.0,,,Stantley Thomas-Oliver,stantleythomasoliver,,['DB'],32891.0,stantley thomasoliver
[],1606339202572.0, 00-0032757,6.0,Rose,180,,,28.0,True,,New Mexico State,2cffbed2-3e4f-4051-b5b1-b6b2b7c484f6,Winston,,,3751,,Active,,,{'channel_id': '1116852903433207808'},rose,1993-11-29,,,,,winston,,3042619.0,nfl,72,,,,,9999999.0,18563.0,St. Genevieve (CA),737430.0,CB,#winstonrose-NFL-FA-0,11278.0,0.0,,,Winston Rose,winstonrose,,['DB'],29741.0,winston rose
[],,,1.0,Dismukes,296,,,25.0,False,,Auburn,2b023022-ca00-4c14-b7f8-4a10080ac8f5,Reese,,,2976,,Inactive,,,,dismukes,1992-10-20,,,,,reese,,,nfl,"6'3""",,,,,9999999.0,17472.0,,,C,#reesedismukes-NFL-FA-0,10290.0,0.0,,,Reese Dismukes,reesedismukes,,['OL'],28664.0,reese dismukes
[],,00-0034508,4.0,de Beer,312,,,27.0,True,,Arizona,726fbbac-42c1-451b-8712-72f92fc1cf77,Gerhard,,,5151,,Active,,,{'channel_id': '1116853062535741440'},debeer,1994-07-05,,,,,gerhard,,3056440.0,nfl,78,,,,,9999999.0,20100.0,Afrikaanse (ZAF),,OT,#gerharddebeer-NFL-FA-72,13229.0,72.0,,,Gerhard de Beer,gerharddebeer,,['OL'],31604.0,gerhard de beer
[],1606080934813.0,00-0030577,9.0,Williams,328,,,33.0,True,,North Carolina,d15dacdb-17c6-4010-83d1-e332f9610422,Sylvester,,,1460,592507.0,Inactive,,,"{'channel_id': '1116852738697723904', 'injury_override_regular_2020_5': 'COV'}",williams,1988-11-21,,,8432.0,,sylvester,,15816.0,nfl,74,,,,,9999999.0,15042.0,Jefferson City (MO),,DT,#sylvesterwilliams-NFL-FA-73,8675.0,73.0,,,Sylvester Williams,sylvesterwilliams,,['DL'],26651.0,sylvester williams
[],1761097520160.0,,4.0,Brown,195,RWR,3.0,25.0,True,,North Carolina,0fb60ada-bdd3-4d74-8c98-058303a1649a,Dyami,,605a6430-c8aa-4d37-b2ef-d553c74fbbe5,7587,,Active,,,"{'channel_id': '1113708695457394688', 'rookie_year': '2021'}",brown,1999-11-01,,,,82B69E2FAB76,dyami,,,nfl,72,,,JAX,,239.0,22686.0,West Mecklenburg (NC),1107878.0,WR,#dyamibrown-NFL-JAX-5,15274.0,5.0,,,Dyami Brown,dyamibrown,,['WR'],,dyami brown
[],1755999944147.0,,4.0,Perkins,250,,,25.0,True,,Oklahoma,416e8e41-9e8f-4bc9-9d26-babb37bec884,Ronnie,,ac5a012b-6aa6-45b0-a5ac-f72a3c3e764d,7688,,Active,,,"{'channel_id': '1113708824126058496', 'rookie_year': '2021'}",perkins,1999-09-29,,,,9FAC93E11719,ronnie,,,nfl,75,,,,,554.0,,Lutheran North (MO),1107837.0,LB,#ronnieperkins-NFL-FA-50,15587.0,50.0,,,Ronnie Perkins,ronnieperkins,,"['DL', 'LB']",,ronnie perkins
[],,,1.0,Daniel,185,,,23.0,True,,Georgia,94b28362-5dba-40f9-8378-8bc1e5cdbdff,DJ,,,8011,,Active,,,{'channel_id': '1116853450861182976'},daniel,1998-11-27,,,,,dj,,,nfl,72,,,NE,,9999999.0,,Spalding (GA),1172041.0,CB,#djdaniel-NFL-NE-35,15254.0,35.0,,,DJ Daniel,djdaniel,,['DB'],,dj daniel
[],1753759218413.0,,5.0,Bredeson,315,OL,,27.0,True,,Michigan,ab3ce81f-6625-45d3-aa6d-79f95ae4f503,Ben,,caf8afcc-b44c-4514-bc43-fc7f59c3145b,6934,,Active,,,"{'channel_id': '1113708732077862912', 'rookie_year': '2020'}",bredeson,1998-02-20,,,,ADF93BAFAC56,ben,,4046551.0,nfl,77,,,TB,,9999999.0,21990.0,Arrowhead (WI),946010.0,G,#benbredeson-NFL-TB-68,14470.0,68.0,,,Ben Bredeson,benbredeson,,"['OG', 'OL']",32813.0,ben bredeson
[],1761065117445.0,,4.0,McPherson,185,K,1.0,26.0,True,,Florida,acc143ed-53b2-49c9-81bc-16e6c98ffcae,Evan,,159e6ff4-8474-424b-9fae-5743a7c9718e,7839,,Active,,,"{'channel_id': '1113708807579529216', 'rookie_year': '2021'}",mcpherson,1999-07-21,,,,D27EA3AFDDBE,evan,,,nfl,71,,,CIN,,164.0,22908.0,Fort Payne (AL),1122995.0,K,#evanmcpherson-NFL-CIN-2,15383.0,2.0,,,Evan McPherson,evanmcpherson,,['K'],,evan mcpherson
