playerName,playerID,slug,positionID,rookie,heightFeet,heightInches,seasonsExperience,pickRound,pickNum,isFeatured,isStartSitFeatured,isTrending,isDevyReturningToSchool,isDevyYearDecrement,oneQBValues,superflexValues,teamLongName,birthday,draftYear,byeWeek,injury,high_school,team_abbr,first_name,birth_city,practice_participation,swish_id,team,injury_body_part,metadata,active,opta_id,news_updated,injury_start_date,stats_id,depth_chart_position,status,rotoworld_id,number,gsis_id,last_name,pandascore_id,full_name,birth_date,age,team_changed_at,search_rank,search_last_name,birth_state,hashtag,college,competitions,player_id,depth_chart_order,injury_notes,fantasy_positions,practice_description,weight,yahoo_id,search_first_name,birth_country,oddsjam_id,sportradar_id,years_exp,position,rotowire_id,height,search_full_name,espn_id,sport,fantasy_data_id,injury_status,norm_name
Dyami Brown,1069,dyami-brown-1069,3,False,6,0,4,3,18,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 7, 'positionalTrend': 2, 'overall7DayTrend': 5, 'positional7DayTrend': 2, 'kept': 15239, 'traded': 15203, 'cut': 15006, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1981, 'rank': 279, 'positionalRank': 99, 'history': [], 'overallTier': 18, 'positionalTier': 23}, 'tepp': {'value': 1981, 'rank': 283, 'positionalRank': 99, 'history': [], 'overallTier': 16, 'positionalTier': 23}, 'teppp': {'value': 1981, 'rank': 290, 'positionalRank': 99, 'history': [], 'overallTier': 18, 'positionalTier': 23}, 'rawLiquidity': 0.0, 'stdLiquidity': 5.0, 'tradeCount': 7, 'value': 1981, 'rank': 273, 'positionalRank': 99, 'history': [], 'overallTier': 15, 'positionalTier': 23}","{'startSitValue': 0, 'overallTrend': 10, 'positionalTrend': 5, 'overall7DayTrend': 9, 'positional7DayTrend': 4, 'kept': 20051, 'traded': 20135, 'cut': 19528, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1798, 'rank': 279, 'positionalRank': 95, 'history': [], 'overallTier': 15, 'positionalTier': 19}, 'tepp': {'value': 1798, 'rank': 284, 'positionalRank': 95, 'history': [], 'overallTier': 18, 'positionalTier': 19}, 'teppp': {'value': 1798, 'rank': 291, 'positionalRank': 95, 'history': [], 'overallTier': 18, 'positionalTier': 19}, 'rawLiquidity': 0.0, 'stdLiquidity': 6.0, 'tradeCount': 19, 'value': 1798, 'rank': 273, 'positionalRank': 95, 'history': [], 'overallTier': 19, 'positionalTier': 19}",Jacksonville Jaguars,941432400,2021,8.0,{'injuryCode': 1},West Mecklenburg (NC),,Dyami,,,1107878.0,JAX,,"{'channel_id': '1113708695457394688', 'rookie_year': '2021'}",True,,1754063148648.0,,,RWR,Active,,5.0,,Brown,,Dyami Brown,1999-11-01,25.0,,238.0,brown,,#dyamibrown-NFL-JAX-5,North Carolina,[],7587,3.0,,['WR'],,195,,dyami,,82B69E2FAB76,0fb60ada-bdd3-4d74-8c98-058303a1649a,4.0,WR,15274.0,72,dyamibrown,,nfl,,,dyami brown
Audric Estime,1566,audric-estime-1566,2,False,5,11,1,5,12,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -9, 'positionalTrend': -4, 'overall7DayTrend': -2, 'positional7DayTrend': -3, 'kept': 10100, 'traded': 10005, 'cut': 8960, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2102, 'rank': 266, 'positionalRank': 76, 'history': [], 'overallTier': 18, 'positionalTier': 18}, 'tepp': {'value': 2102, 'rank': 271, 'positionalRank': 76, 'history': [], 'overallTier': 16, 'positionalTier': 18}, 'teppp': {'value': 2102, 'rank': 274, 'positionalRank': 76, 'history': [], 'overallTier': 18, 'positionalTier': 18}, 'rawLiquidity': 0.0, 'stdLiquidity': 16.0, 'tradeCount': 23, 'value': 2102, 'rank': 262, 'positionalRank': 76, 'history': [], 'overallTier': 15, 'positionalTier': 18}","{'startSitValue': 0, 'overallTrend': -3, 'positionalTrend': -1, 'overall7DayTrend': -1, 'positional7DayTrend': 0, 'kept': 10976, 'traded': 11322, 'cut': 9701, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1783, 'rank': 280, 'positionalRank': 76, 'history': [], 'overallTier': 15, 'positionalTier': 16}, 'tepp': {'value': 1783, 'rank': 285, 'positionalRank': 76, 'history': [], 'overallTier': 18, 'positionalTier': 16}, 'teppp': {'value': 1783, 'rank': 292, 'positionalRank': 76, 'history': [], 'overallTier': 18, 'positionalTier': 16}, 'rawLiquidity': 0.0, 'stdLiquidity': 13.0, 'tradeCount': 41, 'value': 1783, 'rank': 274, 'positionalRank': 76, 'history': [], 'overallTier': 19, 'positionalTier': 16}",Denver Broncos,1062820800,2024,12.0,{'injuryCode': 1},Saint Joseph Regional (NJ),,Audric,,,1321291.0,DEN,,"{'channel_id': '1113708823975063552', 'rookie_year': '2024'}",True,,1748623230403.0,,,RB,Active,,23.0,,Estime,,Audric Estime,2003-09-06,21.0,,259.0,estime,,#audricestime-NFL-DEN-23,Notre Dame,[],11579,4.0,,['RB'],,227,,audric,,5CBD62D4D958,3b86dd7c-0b21-448d-a662-5675e87fd0da,1.0,RB,17788.0,71,audricestime,,nfl,,,audric estime
Xavier Restrepo,1777,xavier-restrepo-1777,3,True,5,10,0,0,0,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -20, 'positionalTrend': -7, 'rookieTrend': -6, 'rookiePositionalTrend': -4, 'overall7DayTrend': -16, 'positional7DayTrend': -6, 'kept': 2435, 'traded': 2748, 'cut': 2015, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2059, 'rank': 269, 'positionalRank': 93, 'rookieRank': 54, 'rookiePositionalRank': 20, 'history': [], 'overallTier': 18, 'positionalTier': 23, 'rookieTier': 15, 'rookiePositionalTier': 6}, 'tepp': {'value': 2059, 'rank': 275, 'positionalRank': 93, 'rookieRank': 54, 'rookiePositionalRank': 20, 'history': [], 'overallTier': 16, 'positionalTier': 23, 'rookieTier': 13, 'rookiePositionalTier': 6}, 'teppp': {'value': 2059, 'rank': 281, 'positionalRank': 93, 'rookieRank': 54, 'rookiePositionalRank': 20, 'history': [], 'overallTier': 18, 'positionalTier': 23, 'rookieTier': 15, 'rookiePositionalTier': 6}, 'rawLiquidity': 0.0, 'stdLiquidity': 6.0, 'tradeCount': 9, 'value': 2059, 'rank': 265, 'positionalRank': 93, 'rookieRank': 53, 'rookiePositionalRank': 20, 'history': [], 'overallTier': 15, 'positionalTier': 23, 'rookieTier': 14, 'rookiePositionalTier': 6}","{'startSitValue': 0, 'overallTrend': -20, 'positionalTrend': -9, 'rookieTrend': -5, 'rookiePositionalTrend': -2, 'overall7DayTrend': -17, 'positional7DayTrend': -9, 'kept': 2859, 'traded': 3096, 'cut': 2176, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1775, 'rank': 281, 'positionalRank': 96, 'rookieRank': 55, 'rookiePositionalRank': 19, 'history': [], 'overallTier': 15, 'positionalTier': 19, 'rookieTier': 15, 'rookiePositionalTier': 6}, 'tepp': {'value': 1775, 'rank': 286, 'positionalRank': 96, 'rookieRank': 55, 'rookiePositionalRank': 19, 'history': [], 'overallTier': 18, 'positionalTier': 19, 'rookieTier': 14, 'rookiePositionalTier': 6}, 'teppp': {'value': 1775, 'rank': 294, 'positionalRank': 96, 'rookieRank': 56, 'rookiePositionalRank': 19, 'history': [], 'overallTier': 18, 'positionalTier': 19, 'rookieTier': 13, 'rookiePositionalTier': 6}, 'rawLiquidity': 0.0, 'stdLiquidity': 12.0, 'tradeCount': 38, 'value': 1775, 'rank': 275, 'positionalRank': 96, 'rookieRank': 54, 'rookiePositionalRank': 19, 'history': [], 'overallTier': 19, 'positionalTier': 19, 'rookieTier': 15, 'rookiePositionalTier': 6}",Tennessee Titans,1018584000,2025,10.0,{'injuryCode': 1},Deerfield Beach (FL),,Xavier,,,,TEN,,"{'channel_id': '1223119593866797056', 'rookie_year': '0', 'source_id': '1e5af5f6-e423-4787-9981-06fef3d6ad8c'}",True,,1753974039065.0,,,SWR,Active,,87.0,,Restrepo,,Xavier Restrepo,2002-04-12,23.0,,249.0,restrepo,,#xavierrestrepo-NFL-TEN-87,Miami (FL),[],12520,6.0,,['WR'],,202,,xavier,,740AA7B465D446F4,3ac9d7c0-2560-11f0-af22-1731557928d7,0.0,WR,18466.0,70,xavierrestrepo,,nfl,,,xavier restrepo
Calvin Austin III,1262,calvin-austin-iii-1262,3,False,5,9,3,4,33,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -6, 'positionalTrend': -4, 'overall7DayTrend': -16, 'positional7DayTrend': -9, 'kept': 11894, 'traded': 11835, 'cut': 11399, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2000, 'rank': 277, 'positionalRank': 98, 'history': [], 'overallTier': 18, 'positionalTier': 23}, 'tepp': {'value': 2000, 'rank': 281, 'positionalRank': 98, 'history': [], 'overallTier': 16, 'positionalTier': 23}, 'teppp': {'value': 2000, 'rank': 287, 'positionalRank': 98, 'history': [], 'overallTier': 18, 'positionalTier': 23}, 'rawLiquidity': 0.0, 'stdLiquidity': 11.0, 'tradeCount': 15, 'value': 2000, 'rank': 271, 'positionalRank': 98, 'history': [], 'overallTier': 15, 'positionalTier': 23}","{'startSitValue': 0, 'overallTrend': -14, 'positionalTrend': -8, 'overall7DayTrend': -11, 'positional7DayTrend': -7, 'kept': 16700, 'traded': 16690, 'cut': 15807, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1765, 'rank': 282, 'positionalRank': 97, 'history': [], 'overallTier': 15, 'positionalTier': 19}, 'tepp': {'value': 1765, 'rank': 287, 'positionalRank': 97, 'history': [], 'overallTier': 18, 'positionalTier': 19}, 'teppp': {'value': 1765, 'rank': 295, 'positionalRank': 97, 'history': [], 'overallTier': 18, 'positionalTier': 19}, 'rawLiquidity': 0.0, 'stdLiquidity': 11.0, 'tradeCount': 34, 'value': 1765, 'rank': 276, 'positionalRank': 97, 'history': [], 'overallTier': 19, 'positionalTier': 19}",Pittsburgh Steelers,922251600,2022,5.0,"{'injuryName': 'Questionable', 'injuryCode': 2, 'injuryArea': 'Undisclosed', 'injuryReturn': 'Aug 9, 2025'}",Harding Academy (TN),,Calvin,,,1062765.0,PIT,Undisclosed,"{'channel_id': '1113708820309241856', 'rookie_year': '2022'}",True,,1754245507186.0,,,SWR,Active,,19.0,,Austin,,Calvin Austin,1999-03-24,26.0,,232.0,austin,,#calvinaustin-NFL-PIT-19,Memphis,[],8125,2.0,,['WR'],,162,,calvin,,2824794A7C09,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,3.0,WR,15874.0,69,calvinaustin,,nfl,,Questionable,calvin austin
Isaiah Davis,1635,isaiah-davis-1635,2,False,6,1,1,5,38,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -3, 'positionalTrend': -1, 'overall7DayTrend': -1, 'positional7DayTrend': 0, 'kept': 6349, 'traded': 5940, 'cut': 5396, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1962, 'rank': 280, 'positionalRank': 78, 'history': [], 'overallTier': 18, 'positionalTier': 20}, 'tepp': {'value': 1962, 'rank': 284, 'positionalRank': 78, 'history': [], 'overallTier': 16, 'positionalTier': 20}, 'teppp': {'value': 1962, 'rank': 292, 'positionalRank': 78, 'history': [], 'overallTier': 18, 'positionalTier': 20}, 'rawLiquidity': 0.0, 'stdLiquidity': 6.0, 'tradeCount': 8, 'value': 1962, 'rank': 274, 'positionalRank': 78, 'history': [], 'overallTier': 15, 'positionalTier': 20}","{'startSitValue': 0, 'overallTrend': 5, 'positionalTrend': 1, 'overall7DayTrend': -7, 'positional7DayTrend': -2, 'kept': 6879, 'traded': 6457, 'cut': 6135, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1760, 'rank': 283, 'positionalRank': 77, 'history': [], 'overallTier': 15, 'positionalTier': 16}, 'tepp': {'value': 1760, 'rank': 288, 'positionalRank': 77, 'history': [], 'overallTier': 18, 'positionalTier': 16}, 'teppp': {'value': 1760, 'rank': 296, 'positionalRank': 77, 'history': [], 'overallTier': 18, 'positionalTier': 16}, 'rawLiquidity': 0.0, 'stdLiquidity': 9.0, 'tradeCount': 29, 'value': 1760, 'rank': 277, 'positionalRank': 77, 'history': [], 'overallTier': 19, 'positionalTier': 16}",New York Jets,1014267600,2024,9.0,{'injuryCode': 1},Joplin (MO),,Isaiah,,,1271609.0,NYJ,,"{'channel_id': '1113708744098738176', 'rookie_year': '2024'}",True,,1753983940250.0,,,RB,Active,,32.0,,Davis,,Isaiah Davis,2002-02-21,23.0,,317.0,davis,,#isaiahdavis-NFL-NYJ-32,South Dakota State,[],11571,3.0,,['RB'],,220,,isaiah,,D6F26D313E49,849789be-b8f0-4d97-a777-2fcf336efa6a,1.0,RB,17057.0,73,isaiahdavis,,nfl,,,isaiah davis
Damien Martinez,1754,damien-martinez-1754,2,True,6,0,0,7,7,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -8, 'positionalTrend': -3, 'rookieTrend': -4, 'rookiePositionalTrend': -1, 'overall7DayTrend': 0, 'positional7DayTrend': -1, 'kept': 2220, 'traded': 2298, 'cut': 1766, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2042, 'rank': 272, 'positionalRank': 77, 'rookieRank': 55, 'rookiePositionalRank': 22, 'history': [], 'overallTier': 18, 'positionalTier': 19, 'rookieTier': 15, 'rookiePositionalTier': 5}, 'tepp': {'value': 2042, 'rank': 277, 'positionalRank': 77, 'rookieRank': 55, 'rookiePositionalRank': 22, 'history': [], 'overallTier': 16, 'positionalTier': 19, 'rookieTier': 13, 'rookiePositionalTier': 5}, 'teppp': {'value': 2042, 'rank': 283, 'positionalRank': 77, 'rookieRank': 55, 'rookiePositionalRank': 22, 'history': [], 'overallTier': 18, 'positionalTier': 19, 'rookieTier': 15, 'rookiePositionalTier': 5}, 'rawLiquidity': 0.0, 'stdLiquidity': 5.0, 'tradeCount': 7, 'value': 2042, 'rank': 267, 'positionalRank': 77, 'rookieRank': 54, 'rookiePositionalRank': 22, 'history': [], 'overallTier': 15, 'positionalTier': 19, 'rookieTier': 14, 'rookiePositionalTier': 5}","{'startSitValue': 0, 'overallTrend': -5, 'positionalTrend': -2, 'rookieTrend': -2, 'rookiePositionalTrend': -1, 'overall7DayTrend': -1, 'positional7DayTrend': 0, 'kept': 2513, 'traded': 2647, 'cut': 1957, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1752, 'rank': 284, 'positionalRank': 78, 'rookieRank': 56, 'rookiePositionalRank': 22, 'history': [], 'overallTier': 15, 'positionalTier': 16, 'rookieTier': 15, 'rookiePositionalTier': 7}, 'tepp': {'value': 1752, 'rank': 289, 'positionalRank': 78, 'rookieRank': 56, 'rookiePositionalRank': 22, 'history': [], 'overallTier': 18, 'positionalTier': 16, 'rookieTier': 14, 'rookiePositionalTier': 7}, 'teppp': {'value': 1752, 'rank': 298, 'positionalRank': 78, 'rookieRank': 57, 'rookiePositionalRank': 22, 'history': [], 'overallTier': 18, 'positionalTier': 16, 'rookieTier': 13, 'rookiePositionalTier': 7}, 'rawLiquidity': 0.0, 'stdLiquidity': 8.0, 'tradeCount': 26, 'value': 1752, 'rank': 278, 'positionalRank': 78, 'rookieRank': 55, 'rookiePositionalRank': 22, 'history': [], 'overallTier': 19, 'positionalTier': 16, 'rookieTier': 15, 'rookiePositionalTier': 7}",Seattle Seahawks,1075525200,2025,8.0,{'injuryCode': 1},Lewisville (TX),,Damien,,,,SEA,,"{'channel_id': '1222002208715833344', 'rookie_year': '0', 'source_id': '27d530a0-89e2-11ec-87d7-1329dbaf6972'}",True,,1753813823573.0,,,RB,Active,,22.0,,Martinez,,Damien Martinez,2004-01-31,21.0,,289.0,martinez,,#damienmartinez-NFL-SEA-22,Miami (FL),[],12462,4.0,,['RB'],,217,,damien,,C60773EEF4F87E17,487da97d-a1e8-4a1f-9b43-085944ea1a44,0.0,RB,18528.0,72,damienmartinez,,nfl,,,damien martinez
Zach Ertz,305,zach-ertz-305,4,False,6,5,12,2,3,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -1, 'positionalTrend': 0, 'overall7DayTrend': -1, 'positional7DayTrend': 0, 'kept': 18377, 'traded': 19061, 'cut': 21872, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2300, 'rank': 249, 'positionalRank': 38, 'history': [], 'overallTier': 18, 'positionalTier': 10}, 'tepp': {'value': 2568, 'rank': 232, 'positionalRank': 38, 'history': [], 'overallTier': 14, 'positionalTier': 10}, 'teppp': {'value': 2835, 'rank': 214, 'positionalRank': 38, 'history': [], 'overallTier': 17, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 24.0, 'tradeCount': 34, 'value': 1920, 'rank': 277, 'positionalRank': 38, 'history': [], 'overallTier': 15, 'positionalTier': 10}","{'startSitValue': 0, 'overallTrend': -7, 'positionalTrend': 0, 'overall7DayTrend': -1, 'positional7DayTrend': 0, 'kept': 24294, 'traded': 24505, 'cut': 28848, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2109, 'rank': 241, 'positionalRank': 38, 'history': [], 'overallTier': 15, 'positionalTier': 12}, 'tepp': {'value': 2359, 'rank': 220, 'positionalRank': 38, 'history': [], 'overallTier': 17, 'positionalTier': 12}, 'teppp': {'value': 2610, 'rank': 199, 'positionalRank': 38, 'history': [], 'overallTier': 17, 'positionalTier': 12}, 'rawLiquidity': 0.0, 'stdLiquidity': 24.0, 'tradeCount': 73, 'value': 1745, 'rank': 279, 'positionalRank': 38, 'history': [], 'overallTier': 19, 'positionalTier': 12}",Washington Football Team,658213200,2013,12.0,{'injuryCode': 1},Monte Vista (CA),,Zach,,,503177.0,WAS,,"{'channel_id': '1113708700247289856', 'rookie_year': '2013'}",True,,1754495145192.0,,503177.0,TE,Active,8409.0,86.0,00-0030061,Ertz,,Zach Ertz,1990-11-10,34.0,,151.0,ertz,,#zachertz-NFL-WAS-86,Stanford,[],1339,1.0,,['TE'],,250,26658.0,zach,,F0CCDCCFD735,de3421f7-2147-4835-89a5-724e87bad463,12.0,TE,8781.0,77,zachertz,15835.0,nfl,14856.0,,zach ertz
Luke McCaffrey,1606,luke-mccaffrey-1606,3,False,6,2,1,3,36,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -2, 'positionalTrend': -2, 'overall7DayTrend': -3, 'positional7DayTrend': -2, 'kept': 10302, 'traded': 10371, 'cut': 9324, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1954, 'rank': 281, 'positionalRank': 100, 'history': [], 'overallTier': 18, 'positionalTier': 23}, 'tepp': {'value': 1954, 'rank': 285, 'positionalRank': 100, 'history': [], 'overallTier': 16, 'positionalTier': 23}, 'teppp': {'value': 1954, 'rank': 293, 'positionalRank': 100, 'history': [], 'overallTier': 18, 'positionalTier': 23}, 'rawLiquidity': 0.0, 'stdLiquidity': 15.0, 'tradeCount': 21, 'value': 1954, 'rank': 275, 'positionalRank': 100, 'history': [], 'overallTier': 15, 'positionalTier': 23}","{'startSitValue': 0, 'overallTrend': -3, 'positionalTrend': -1, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 11282, 'traded': 11378, 'cut': 9763, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1740, 'rank': 287, 'positionalRank': 98, 'history': [], 'overallTier': 15, 'positionalTier': 19}, 'tepp': {'value': 1740, 'rank': 291, 'positionalRank': 98, 'history': [], 'overallTier': 18, 'positionalTier': 19}, 'teppp': {'value': 1740, 'rank': 300, 'positionalRank': 98, 'history': [], 'overallTier': 18, 'positionalTier': 19}, 'rawLiquidity': 0.0, 'stdLiquidity': 7.0, 'tradeCount': 23, 'value': 1740, 'rank': 280, 'positionalRank': 98, 'history': [], 'overallTier': 19, 'positionalTier': 19}",Washington Football Team,986187600,2024,12.0,{'injuryCode': 1},Valor Christian (CO),,Luke,,,1164846.0,WAS,,"{'channel_id': '1113708696770211840', 'rookie_year': '2024'}",True,,1753817423903.0,,,SWR,Active,,11.0,,McCaffrey,,Luke McCaffrey,2001-04-02,24.0,,309.0,mccaffrey,,#lukemccaffrey-NFL-WAS-11,Rice,[],11650,6.0,,['WR'],,198,,luke,,430657A5B11C,5cfd82f8-9e73-48d7-914e-9051ff52d67d,1.0,WR,17820.0,74,lukemccaffrey,,nfl,,,luke mccaffrey
Savion Williams,1796,savion-williams-1796,3,True,6,4,0,3,23,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 0, 'positionalTrend': 1, 'rookieTrend': -1, 'rookiePositionalTrend': -1, 'overall7DayTrend': 1, 'positional7DayTrend': 2, 'kept': 1856, 'traded': 1569, 'cut': 1343, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2066, 'rank': 268, 'positionalRank': 92, 'rookieRank': 53, 'rookiePositionalRank': 19, 'history': [], 'overallTier': 18, 'positionalTier': 23, 'rookieTier': 15, 'rookiePositionalTier': 6}, 'tepp': {'value': 2066, 'rank': 274, 'positionalRank': 92, 'rookieRank': 53, 'rookiePositionalRank': 19, 'history': [], 'overallTier': 16, 'positionalTier': 23, 'rookieTier': 13, 'rookiePositionalTier': 6}, 'teppp': {'value': 2066, 'rank': 280, 'positionalRank': 92, 'rookieRank': 53, 'rookiePositionalRank': 19, 'history': [], 'overallTier': 18, 'positionalTier': 23, 'rookieTier': 15, 'rookiePositionalTier': 6}, 'rawLiquidity': 0.0, 'stdLiquidity': 7.0, 'tradeCount': 10, 'value': 2066, 'rank': 264, 'positionalRank': 92, 'rookieRank': 52, 'rookiePositionalRank': 19, 'history': [], 'overallTier': 15, 'positionalTier': 23, 'rookieTier': 14, 'rookiePositionalTier': 6}","{'startSitValue': 0, 'overallTrend': -13, 'positionalTrend': -6, 'rookieTrend': -4, 'rookiePositionalTrend': -2, 'overall7DayTrend': -7, 'positional7DayTrend': -3, 'kept': 1971, 'traded': 1712, 'cut': 1506, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1738, 'rank': 288, 'positionalRank': 99, 'rookieRank': 57, 'rookiePositionalRank': 20, 'history': [], 'overallTier': 15, 'positionalTier': 19, 'rookieTier': 15, 'rookiePositionalTier': 6}, 'tepp': {'value': 1738, 'rank': 292, 'positionalRank': 99, 'rookieRank': 57, 'rookiePositionalRank': 20, 'history': [], 'overallTier': 18, 'positionalTier': 19, 'rookieTier': 14, 'rookiePositionalTier': 6}, 'teppp': {'value': 1738, 'rank': 302, 'positionalRank': 99, 'rookieRank': 58, 'rookiePositionalRank': 20, 'history': [], 'overallTier': 18, 'positionalTier': 19, 'rookieTier': 13, 'rookiePositionalTier': 6}, 'rawLiquidity': 0.0, 'stdLiquidity': 8.0, 'tradeCount': 26, 'value': 1738, 'rank': 281, 'positionalRank': 99, 'rookieRank': 56, 'rookiePositionalRank': 20, 'history': [], 'overallTier': 19, 'positionalTier': 19, 'rookieTier': 15, 'rookiePositionalTier': 6}",Green Bay Packers,1006405200,2025,5.0,{'injuryCode': 1},Marshall (TX),,Savion,,,,GB,,"{'channel_id': '1221700203342471168', 'rookie_year': '0', 'source_id': 'd27175bd-0420-45ff-96e2-221158cbe3c4'}",True,,1753983940251.0,,,LWR,Active,,83.0,,Williams,,Savion Williams,2001-11-22,23.0,,314.0,williams,,#savionwilliams-NFL-GB-83,TCU,[],12482,6.0,,['WR'],,222,,savion,,C4A35CC9ADA0C672,06fb642c-b10b-4b23-966a-13668a7c4426,0.0,WR,18554.0,76,savionwilliams,,nfl,,,savion williams
Quinn Ewers,1734,quinn-ewers-1734,1,True,6,2,0,7,15,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 4, 'positionalTrend': 0, 'rookieTrend': -1, 'rookiePositionalTrend': 0, 'overall7DayTrend': 3, 'positional7DayTrend': 0, 'kept': 633, 'traded': 980, 'cut': 558, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1545, 'rank': 336, 'positionalRank': 38, 'rookieRank': 64, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 18, 'positionalTier': 9, 'rookieTier': 17, 'rookiePositionalTier': 2}, 'tepp': {'value': 1545, 'rank': 340, 'positionalRank': 38, 'rookieRank': 64, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 16, 'positionalTier': 9, 'rookieTier': 14, 'rookiePositionalTier': 2}, 'teppp': {'value': 1545, 'rank': 343, 'positionalRank': 38, 'rookieRank': 64, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 18, 'positionalTier': 9, 'rookieTier': 17, 'rookiePositionalTier': 2}, 'rawLiquidity': 0.0, 'stdLiquidity': 3.0, 'tradeCount': 4, 'value': 1545, 'rank': 325, 'positionalRank': 38, 'rookieRank': 63, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 15, 'positionalTier': 9, 'rookieTier': 16, 'rookiePositionalTier': 2}","{'startSitValue': 0, 'overallTrend': 4, 'positionalTrend': 0, 'rookieTrend': 1, 'rookiePositionalTrend': 0, 'overall7DayTrend': -1, 'positional7DayTrend': -1, 'kept': 2987, 'traded': 3348, 'cut': 2560, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 1734, 'rank': 290, 'positionalRank': 40, 'rookieRank': 58, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 15, 'positionalTier': 13, 'rookieTier': 15, 'rookiePositionalTier': 3}, 'tepp': {'value': 1734, 'rank': 293, 'positionalRank': 40, 'rookieRank': 58, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 18, 'positionalTier': 13, 'rookieTier': 14, 'rookiePositionalTier': 3}, 'teppp': {'value': 1734, 'rank': 303, 'positionalRank': 40, 'rookieRank': 59, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 18, 'positionalTier': 13, 'rookieTier': 13, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 8.0, 'tradeCount': 26, 'value': 1734, 'rank': 282, 'positionalRank': 40, 'rookieRank': 57, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 19, 'positionalTier': 13, 'rookieTier': 15, 'rookiePositionalTier': 3}",Miami Dolphins,1052798400,2025,12.0,{'injuryCode': 1},Carroll Senior (TX),,Quinn,,,,MIA,,"{'channel_id': '1222002210976563200', 'rookie_year': '0', 'source_id': '3a2ede48-6e04-4ba5-a4e4-c6fbcbf07729'}",True,,1747072235432.0,,,QB,Active,,14.0,,Ewers,,Quinn Ewers,2003-03-15,22.0,,397.0,ewers,,#quinnewers-NFL-MIA-14,Texas,[],12500,3.0,,['QB'],,209,,quinn,,4CD16797D6E3510C,d89f0384-21a6-44e4-8aa6-324cb2103bf6,0.0,QB,18505.0,74,quinnewers,,nfl,,,quinn ewers
